chid,chnm,bound_provenance,n_biofam_tested,n_biofam_active,n_biofam_separated,frac_tested_active,frac_tested_separated,family_loss
49419,Atropine sulfate anhydrous (2:1) salt,default,14,4,4,0.2857142857142857,0.2857142857142857,0
25440,Norspermidine,estimated,14,6,0,0.42857142857142855,0.0,6
49319,"3,3-Dimethylpentane",default,14,2,2,0.14285714285714285,0.14285714285714285,0
49322,1-Bromo-2-phenoxyethane,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44334,3-Methylhexane,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49421,Betaine monohydrate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49323,"1,5-Hexadiene",default,14,2,2,0.14285714285714285,0.14285714285714285,0
22393,"3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one",estimated,14,9,2,0.6428571428571429,0.14285714285714285,7
49422,Procainamide hydrochloride,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49334,"Propanoic acid,2-hydroxy-,propylester",default,14,1,1,0.07142857142857142,0.07142857142857142,0
49423,3-Hydroxy-4-methoxy-benzaldehyde,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49337,Ethyl mercaptoacetate,estimated,14,7,1,0.5,0.07142857142857142,6
49339,1-Bromopentadecane,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49341,1-Iodohexane,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49346,"2,6-Dichlorobenzenesulfonylchloride",default,14,1,1,0.07142857142857142,0.07142857142857142,0
49350,1-Bromo-4-chlorobutane,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49354,12-Bromododecanoic acid,default,14,6,6,0.42857142857142855,0.42857142857142855,0
40449,Copper(II) chloride,estimated,14,7,3,0.5,0.21428571428571427,4
42215,Nonanoyl chloride,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49355,1-Bromotridecane,estimated,14,1,0,0.07142857142857142,0.0,1
24603,Beryllium sulfate tetrahydrate,default,14,5,5,0.35714285714285715,0.35714285714285715,0
22124,1-Octyn-3-ol,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49365,2-Acetyl-1-cyclohexanone,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49371,"2,4-Dinitrobenzenesulfonic acid dihydrate",default,14,3,3,0.21428571428571427,0.21428571428571427,0
38694,Isatin,default,14,3,3,0.21428571428571427,0.21428571428571427,0
49433,1-Phenyl-3-pyrazolidinone,default,14,6,6,0.42857142857142855,0.42857142857142855,0
21803,1-Benzoylacetone,default,14,3,3,0.21428571428571427,0.21428571428571427,0
25590,Methylcyclopentane,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49380,2-Ethylbutyraldehyde,default,14,1,1,0.07142857142857142,0.07142857142857142,0
24855,3-Methoxy-4-methylaniline,default,14,3,3,0.21428571428571427,0.21428571428571427,0
25551,2'-Methoxycinnamaldehyde,estimated,14,8,0,0.5714285714285714,0.0,8
25166,"1,8-Dinitronaphthalene",default,14,8,8,0.5714285714285714,0.5714285714285714,0
24479,"2-Amino-4,6-dinitrophenol",estimated,14,8,2,0.5714285714285714,0.14285714285714285,6
24615,Bis(cyclopentadiene)chromium(II),default,14,4,4,0.2857142857142857,0.2857142857142857,0
25332,4-Fluoro-dl-phenylalanine,default,14,5,5,0.35714285714285715,0.35714285714285715,0
26318,Zirconocene dichloride,default,14,2,2,0.14285714285714285,0.14285714285714285,0
24474,6-Amino-4-chloro-1-phenol-2-sulfonic acid,default,14,3,3,0.21428571428571427,0.21428571428571427,0
26022,Sodium arsanilate,default,14,3,3,0.21428571428571427,0.21428571428571427,0
26231,"1,8,9-Trihydroxyanthracene",default,14,2,2,0.14285714285714285,0.14285714285714285,0
25093,"4,4'-Dimethoxydiphenylamine",estimated,14,7,3,0.5,0.21428571428571427,4
24522,Pentyl nitrite,default,14,1,1,0.07142857142857142,0.07142857142857142,0
25665,5-Methyl-2-thiouracil,default,14,4,4,0.2857142857142857,0.2857142857142857,0
25696,"1,4-Naphthalenediamine",estimated,14,9,8,0.6428571428571429,0.5714285714285714,1
49327,2-Hydroxyanthraquinone,estimated,14,8,6,0.5714285714285714,0.42857142857142855,2
49373,tert-Butyl-3-aminobenzoate,default,14,3,3,0.21428571428571427,0.21428571428571427,0
49379,"Ethyl 2,6-dichloro-5-fluoro-β-oxo-3-pyridinepropionate",default,14,2,2,0.14285714285714285,0.14285714285714285,0
49256,9-Cyanophenanthrene,default,14,7,7,0.5,0.5,0
49260,3-Aminofluoranthene,estimated,14,10,8,0.7142857142857143,0.5714285714285714,2
49261,2-Amino-m-cresol,estimated,14,7,6,0.5,0.42857142857142855,1
49262,4-Amino-m-cresol,estimated,14,7,1,0.5,0.07142857142857142,6
49410,Pyrazine,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47744,2-Fluorobiphenyl,estimated,14,3,0,0.21428571428571427,0.0,3
49271,"9,10-Dihydrobenzo[a]pyren-7(8H)-one",estimated,14,7,5,0.5,0.35714285714285715,2
49272,Methyl trifluoromethanesulfonate,estimated,14,4,1,0.2857142857142857,0.07142857142857142,3
47745,2-Fluorophenol,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49287,"2,4,6-Trichloropyrimidine",default,14,4,4,0.2857142857142857,0.2857142857142857,0
49411,Ethylene sulfide,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49303,"1,4-Dimethylamino-4-nitrostilbene",default,14,5,5,0.35714285714285715,0.35714285714285715,0
49307,9-Fluorenone,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49412,4-Hydroxyquinazoline,estimated,14,6,1,0.42857142857142855,0.07142857142857142,5
49309,"p-N,N-Dimethylaminophenethanol",estimated,14,2,1,0.14285714285714285,0.07142857142857142,1
49312,"9,10-Dibromoanthracene",default,14,4,4,0.2857142857142857,0.2857142857142857,0
49416,Tropolone,estimated,14,7,6,0.5,0.42857142857142855,1
49316,5-Nitroindazole,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49417,Maleimide,estimated,14,10,4,0.7142857142857143,0.2857142857142857,6
49318,9-Methylguanine,default,14,1,1,0.07142857142857142,0.07142857142857142,0
22060,2-Nitrobenzaldehyde,default,14,4,4,0.2857142857142857,0.2857142857142857,0
22061,4-Nitrobenzaldehyde,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49420,"2-Amino-4,6-dichloropyrimidine",default,14,4,4,0.2857142857142857,0.2857142857142857,0
49321,9-Bromophenanthrene,estimated,14,7,2,0.5,0.14285714285714285,5
49324,2-Benzoxazolinone,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49330,Ethyl 2-chloroacetoacetate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49331,5-Nitroisatin,estimated,14,6,4,0.42857142857142855,0.2857142857142857,2
49340,7-Methylbenzo(a)pyrene,estimated,14,7,5,0.5,0.35714285714285715,2
49424,"1,8-Diazabicyclo[5.4.0]undec-7-ene",default,14,2,2,0.14285714285714285,0.14285714285714285,0
49425,Tetracyanoethylene,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49426,2-Bromoacetophenone,default,14,8,8,0.5714285714285714,0.5714285714285714,0
49427,9-Anthracenecarboxylic acid,estimated,14,4,0,0.2857142857142857,0.0,4
49428,3-Indazolinone,default,14,6,6,0.42857142857142855,0.42857142857142855,0
41269,(+)-Cedrol,estimated,14,9,0,0.6428571428571429,0.0,9
49357,2-Acetylfluorene,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49429,Acenaphthenequinone,estimated,14,7,1,0.5,0.07142857142857142,6
49430,Lapachol,estimated,14,8,5,0.5714285714285714,0.35714285714285715,3
49431,Anthrone,estimated,14,6,1,0.42857142857142855,0.07142857142857142,5
49432,Quinoxaline,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49377,1-Methylguanine,estimated,14,3,2,0.21428571428571427,0.14285714285714285,1
49382,Triethylgermanium chloride,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49243,3-Acetylphenanthrene,estimated,14,6,2,0.42857142857142855,0.14285714285714285,4
43829,"2,4-Dimethoxyaniline",estimated,14,7,2,0.5,0.14285714285714285,5
49224,9-Bromoanthracene,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49306,"1,4-Dichlorophthalazine",default,14,6,6,0.42857142857142855,0.42857142857142855,0
49230,2-Chloroanthracene,default,14,7,7,0.5,0.5,0
49394,(+/-)-Camphorquinone,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49202,10-Chloro-9-anthraldehyde,estimated,14,7,3,0.5,0.21428571428571427,4
49209,9-Cyanoanthracene,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49213,2-Chloroanthraquinone,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49221,9-Anthracenemethanol,estimated,14,7,2,0.5,0.14285714285714285,5
49405,O6-Methylguanine,default,14,3,3,0.21428571428571427,0.21428571428571427,0
22160,4-Hydroxyazobenzene,estimated,14,10,4,0.7142857142857143,0.2857142857142857,6
49402,Zirconyl chloride octahydrate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
25425,Hydroxylamine hydrochloride,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49223,2-Aminofluorene,default,14,5,5,0.35714285714285715,0.35714285714285715,0
25367,Guanazole,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49403,"2,3,3-Trimethylindolenine",estimated,14,2,0,0.14285714285714285,0.0,2
49208,2-Methylbenzothiazole,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49211,4-Nitrochalcone,estimated,14,9,2,0.6428571428571429,0.14285714285714285,7
32077,Sodium selenite,default,14,2,2,0.14285714285714285,0.14285714285714285,0
41148,trans-Urocanic acid,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49344,3-Chloro-4-fluorobenzoyl chloride,default,14,1,1,0.07142857142857142,0.07142857142857142,0
26924,"N,N-Dimethyl-1-hexadecanamine",default,14,3,3,0.21428571428571427,0.21428571428571427,0
27536,Octadecyl chloride,default,14,3,3,0.21428571428571427,0.21428571428571427,0
20919,1-(1-Naphthyl)-2-thiourea,default,14,2,2,0.14285714285714285,0.14285714285714285,0
24128,Hexabromobenzene,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49445,NTP Mix57 CT1 62-EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49447,NTP Mix59 CT1 62-GP,estimated,14,2,1,0.14285714285714285,0.07142857142857142,1
49449,NTP Mix61 CT1 62-GP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49453,NTP Mix65 CT1 62-GP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49457,NTP Mix69 CT1 62-GP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49458,NTP Mix70 CT1 62-GP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49461,NTP Mix73 CT1 62-GP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49462,NTP Mix74 CT1 62-GP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49467,NTP Mix79 CT1 62-GP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49469,NTP Mix81 CT1 62-GP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49470,NTP Mix52 CT1 3-EQP,estimated,14,2,1,0.14285714285714285,0.07142857142857142,1
49471,NTP Mix39 CT1 2-EQP,estimated,14,2,0,0.14285714285714285,0.0,2
49472,NTP Mix53 CT1 3-EQP,estimated,14,2,1,0.14285714285714285,0.07142857142857142,1
49475,NTP Mix56 CT1 3-EQP,default,14,3,3,0.21428571428571427,0.21428571428571427,0
49476,NTP Mix40 CT1 3-EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49477,NTP Mix41 CT1 3-EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49478,NTP Mix42 CT1 3-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49479,NTP Mix33 CT1 1-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49480,NTP Mix43 CT1 3-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49481,NTP Mix44 CT1 3-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49482,NTP Mix45 CT1 3-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49483,NTP Mix36 CT1 2-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49484,NTP Mix37 CT1 2-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49485,NTP Mix46 CT1 3-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49491,NTP Mix50 CT1 3-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49492,NTP Mix35 CT1 1-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49493,NTP Mix51 CT1 3-EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49494,NTP Mix1 AR1 4-EQP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49495,NTP Mix2 AR1 4-EQP,estimated,14,6,2,0.42857142857142855,0.14285714285714285,4
49496,NTP Mix3 AR1 8-EQP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49497,NTP Mix4 AR1 8-EQC,default,14,3,3,0.21428571428571427,0.21428571428571427,0
49498,NTP Mix5 AR1 8-7EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49499,NTP Mix6 AR1 8-7EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49500,NTP Mix7 AR1 8-7EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49501,NTP Mix8 AR1 8-7EQP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49502,NTP Mix9 AR1 8-7EQP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49503,NTP Mix10 AR1 8-7EQP,default,14,3,3,0.21428571428571427,0.21428571428571427,0
49504,NTP Mix11 AR1 8-7EQP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49505,NTP Mix12 AR1 8-7EQP,default,14,3,3,0.21428571428571427,0.21428571428571427,0
49506,NTP Mix13 AR1 8-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49507,NTP Mix14 AR1 8-GP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49508,NTP Mix15 AR1 8-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49509,NTP Mix16 AR1 8-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49510,NTP Mix17 AR1 8-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49511,NTP Mix18 AR1 8-GP,estimated,14,5,2,0.35714285714285715,0.14285714285714285,3
49512,NTP Mix19 AR1 8-GP,estimated,14,6,2,0.42857142857142855,0.14285714285714285,4
49513,NTP Mix20 AR1 8-GP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49514,NTP Mix118 ER1 5-EQP,estimated,14,6,2,0.42857142857142855,0.14285714285714285,4
49515,NTP Mix117 ER1 5-EQP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49516,NTP Mix96 ER1 10-EQP,estimated,14,6,2,0.42857142857142855,0.14285714285714285,4
49517,NTP Mix97 ER1 10-EQC,default,14,3,3,0.21428571428571427,0.21428571428571427,0
49518,NTP Mix99 ER1 10-EQP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49519,NTP Mix98 ER1 10-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49520,NTP Mix100 ER1 10-EQP,default,14,1,1,0.07142857142857142,0.07142857142857142,0
49521,NTP Mix101 ER1 10-EQP,default,14,3,3,0.21428571428571427,0.21428571428571427,0
49522,NTP Mix102 ER1 10-EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49523,NTP Mix103 ER1 10-EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49524,NTP Mix104 ER1 10-EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49525,NTP Mix105 ER1 10-EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49526,NTP Mix106 ER1 10-EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49527,NTP Mix107 ER1 10-EQP,default,14,2,2,0.14285714285714285,0.14285714285714285,0
49528,NTP Mix108 ER1 10-GP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49529,NTP Mix109 ER1 10-GP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49530,NTP Mix110 ER1 10-GP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49531,NTP Mix111 ER1 10-GP,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49532,NTP Mix112 ER1 10-GP,default,14,3,3,0.21428571428571427,0.21428571428571427,0
49533,NTP Mix113 ER1 10-GP,default,14,3,3,0.21428571428571427,0.21428571428571427,0
49534,NTP Mix114 ER1 10-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49535,NTP Mix115 ER1 10-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49536,NTP Mix116 ER1 10-GP,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49537,NTP Mix82 ER AR1 18-EQP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49538,NTP Mix83 ER AR1 18-EQC,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49539,NTP Mix84 ER AR1 18-EQP,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49540,NTP Mix85 ER AR1 18-EQP,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49541,NTP Mix86 ER AR1 18-EQP,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49542,NTP Mix87 ER AR1 18-EQP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49543,NTP Mix88 ER AR1 18-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49544,NTP Mix89 ER AR1 18-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49545,NTP Mix90 ER AR1 18-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49546,NTP Mix91 ER AR1 18-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49547,NTP Mix92 ER AR1 18-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49548,NTP Mix93 ER AR1 18-GP,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49549,NTP Mix94 ER AR1 18-GP,default,14,6,6,0.42857142857142855,0.42857142857142855,0
49550,NTP Mix95 ER AR1 18-GP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
49551,NTP Mix21 AR2 2-EQP,estimated,14,7,3,0.5,0.21428571428571427,4
49552,NTP Mix22 AR2 2-EQP,estimated,14,5,3,0.35714285714285715,0.21428571428571427,2
49553,NTP Mix23 AR2 2-EQP,estimated,14,6,3,0.42857142857142855,0.21428571428571427,3
49554,NTP Mix24 AR2 2-EQP,estimated,14,7,3,0.5,0.21428571428571427,4
49555,NTP Mix25 AR2 2-EQP,default,14,7,7,0.5,0.5,0
49556,NTP Mix26 AR2 2-EQP,estimated,14,7,1,0.5,0.07142857142857142,6
49557,NTP Mix27 AR2 2-EQP,estimated,14,5,3,0.35714285714285715,0.21428571428571427,2
49558,NTP Mix32 AR2 7-EQP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49559,NTP Mix28 AR2 3-EQP,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49560,NTP Mix29 AR2 5-EQP,estimated,14,7,4,0.5,0.2857142857142857,3
49561,NTP Mix31 AR2 7-EQC,default,14,4,4,0.2857142857142857,0.2857142857142857,0
49562,NTP Mix30 AR2 7-EQP,default,14,5,5,0.35714285714285715,0.35714285714285715,0
29072,"5-Ethyl-2,3-pyridinedicarboxylic acid",default,14,2,2,0.14285714285714285,0.14285714285714285,0
41336,"2,4,5-Trichlorophenol sodium salt",estimated,14,8,4,0.5714285714285714,0.2857142857142857,4
40290,Chlorbromuron,estimated,14,5,1,0.35714285714285715,0.07142857142857142,4
37511,Chlormephos,default,14,4,4,0.2857142857142857,0.2857142857142857,0
47030,D-Lactic acid,default,14,2,2,0.14285714285714285,0.14285714285714285,0
34957,Tetraethyl pyrophosphate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
42315,Potassium ethyl xanthate,estimated,14,7,4,0.5,0.2857142857142857,3
41799,Coumatetralyl,default,14,4,4,0.2857142857142857,0.2857142857142857,0
44995,9-Ethyl-3-nitro-9H-carbazole,estimated,14,8,4,0.5714285714285714,0.2857142857142857,4
44921,OO-tert-butyl O-(2-ethylhexyl) peroxycarbonate,default,14,3,3,0.21428571428571427,0.21428571428571427,0
44802,Bis(2-butoxyethyl) decanedioate,default,14,3,3,0.21428571428571427,0.21428571428571427,0
44819,Lithium 3-carboxy-5-sulfobenzoate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
41959,Ethyl trifluoroacetate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
41973,Fenson,estimated,14,7,2,0.5,0.14285714285714285,5
42063,Isocarbophos,default,14,6,6,0.42857142857142855,0.42857142857142855,0
42077,Isoproturon,default,14,4,4,0.2857142857142857,0.2857142857142857,0
44923,"3,5-Diethyl-1-phenyl-2-propyl-1,2-dihydropyridine",estimated,14,6,0,0.42857142857142855,0.0,6
34903,Sodium bromide,default,14,1,1,0.07142857142857142,0.07142857142857142,0
42338,Di(propylene glycol) tert-butyl ether,default,14,4,4,0.2857142857142857,0.2857142857142857,0
42188,"N,N'-Dibutylurea",default,14,3,3,0.21428571428571427,0.21428571428571427,0
37545,Ethiofencarb,default,14,6,6,0.42857142857142855,0.42857142857142855,0
42352,Pyrazophos,estimated,14,9,4,0.6428571428571429,0.2857142857142857,5
37576,Monolinuron,default,14,4,4,0.2857142857142857,0.2857142857142857,0
42072,Isoprocarb,default,14,7,7,0.5,0.5,0
42281,Phenylpyruvic acid,default,14,4,4,0.2857142857142857,0.2857142857142857,0
42149,Methyl pivaloylacetate,estimated,14,3,0,0.21428571428571427,0.0,3
42053,Indole-3-pyruvic acid,default,14,6,6,0.42857142857142855,0.42857142857142855,0
44314,Methyl (E)-cinnamate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
42195,2-Naphthoxyacetic acid,default,14,2,2,0.14285714285714285,0.14285714285714285,0
41914,"2,2'-Oxybis(ethylamine)",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44857,Triethoxy(2-methylpropyl)silane,default,14,4,4,0.2857142857142857,0.2857142857142857,0
44949,"(5-Ethyl-1,3-dioxan-5-yl)methanol",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44990,"3,3,5-Trimethylcyclohexyl 2-methylprop-2-enoate",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44935,"Chromium acetate, basic",default,14,1,1,0.07142857142857142,0.07142857142857142,0
41545,"6-Chloro-2,3-dihydrobenzoxazol-2-one",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44811,Chlordimeform hydrochloride,default,14,2,2,0.14285714285714285,0.14285714285714285,0
46980,"Monosodium 8-amino-1-naphthol-3,6-disulfonate monohydrate",estimated,14,7,2,0.5,0.14285714285714285,5
37594,Secbumeton,estimated,14,4,1,0.2857142857142857,0.07142857142857142,3
37617,Promecarb,default,14,7,7,0.5,0.5,0
46978,C12-14-Alkyldimethyl betaines,estimated,14,4,0,0.2857142857142857,0.0,4
37697,"N-(2,4-Dimethylphenyl)formamide",default,14,1,1,0.07142857142857142,0.07142857142857142,0
41951,2-Bromo-2-phenylacetic acid ethyl ester,default,14,3,3,0.21428571428571427,0.21428571428571427,0
42297,Pirimiphos-ethyl,default,14,7,7,0.5,0.5,0
44737,"4-(2,5-Diethoxy-4-nitrophenyl)morpholine",estimated,14,3,1,0.21428571428571427,0.07142857142857142,2
44656,"3,3'-(Ethylenedioxy)dipropiononitrile",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44712,"1,4-Bis(methoxymethyl)benzene",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44588,"2,2'-[Ethane-1,2-diylbis(oxy)]diethanethiol",default,14,4,4,0.2857142857142857,0.2857142857142857,0
44685,"2-Chloro-1,4-diethoxybenzene",default,14,1,1,0.07142857142857142,0.07142857142857142,0
40614,Sodium pyruvate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44684,"Sodium 5-oxo-1-(4-sulfophenyl)-4,5-dihydro-1H-pyrazole-3-carboxylate",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44743,6-Aminonaphthalene-2-sulfonic acid,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44735,"Disodium benzene-1,3-disulfonate",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44680,"2,2'-[(3-Aminopropyl)imino]diethanol",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44734,2-[{2-[2-(Dimethylamino)ethoxy]ethyl}(methyl)amino]ethanol,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44728,"3-[(3-Sulfanylpropanoyl)oxy]-2,2-bis{[(3-sulfanylpropanoyl)oxy]methyl}propyl 3-sulfanylpropanoate",default,14,6,6,0.42857142857142855,0.42857142857142855,0
44667,"N,N'-Di-tert-butylethane-1,2-diamine",default,14,1,1,0.07142857142857142,0.07142857142857142,0
46974,2-Phenylmercaptoethanol,estimated,14,4,0,0.2857142857142857,0.0,4
41373,2-Octen-1-ylsuccinic anhydride,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44691,2-Isopropylthioxanthone,estimated,14,8,4,0.5714285714285714,0.2857142857142857,4
42247,"2-(2-(4-Chlorophenyl)ethyl)-2-(1,1-dimethylethyl)oxirane",default,14,4,4,0.2857142857142857,0.2857142857142857,0
44686,"4-Amino-2,5-dimethoxy-N-phenylbenzenesulfonamide",default,14,3,3,0.21428571428571427,0.21428571428571427,0
27772,2-Methylpentanediamine,default,14,1,1,0.07142857142857142,0.07142857142857142,0
45005,"2,4-Dichloro-1-(chloromethyl)benzene",estimated,14,3,0,0.21428571428571427,0.0,3
41884,Diofenolan,estimated,14,9,4,0.6428571428571429,0.2857142857142857,5
41756,Carbetamide,default,14,1,1,0.07142857142857142,0.07142857142857142,0
41913,Etaconazole,estimated,14,5,1,0.35714285714285715,0.07142857142857142,4
41964,Etrimfos,default,14,4,4,0.2857142857142857,0.2857142857142857,0
37582,Demeton-S-methyl sulfone,default,14,5,5,0.35714285714285715,0.35714285714285715,0
37508,Chlordimeform,default,14,2,2,0.14285714285714285,0.14285714285714285,0
37612,Triazophos,default,14,8,8,0.5714285714285714,0.5714285714285714,0
44731,"1H-Benzo[de]isoquinoline-1,3(2H)-dione",default,14,7,7,0.5,0.5,0
44887,"Dibenzyl diazene-1,2-dicarboxylate",default,14,6,6,0.42857142857142855,0.42857142857142855,0
44908,"2,2,4,4-Tetramethylcyclobutane-1,3-diol",default,14,4,4,0.2857142857142857,0.2857142857142857,0
44941,2-(Phenylsulfonyl)aniline,default,14,4,4,0.2857142857142857,0.2857142857142857,0
44852,"4,4'-Propane-1,3-diyldipyridine",default,14,3,3,0.21428571428571427,0.21428571428571427,0
44989,3-Bromo-4-fluorobenzaldehyde,default,14,2,2,0.14285714285714285,0.14285714285714285,0
41626,"3,4-Dimethylbenzaldehyde",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44919,"2,2-Bis{[(3-sulfanylpropanoyl)oxy]methyl}butyl 3-sulfanylpropanoate",default,14,7,7,0.5,0.5,0
44877,N-(3-Aminophenyl)propanamide,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44756,"[(1R)-2,2,3-Trimethylcyclopent-3-en-1-yl]acetaldehyde",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44845,Butyl 3-mercaptopropionate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44947,4-(1-Oxo-2-propenyl)-morpholine,default,14,1,1,0.07142857142857142,0.07142857142857142,0
