chid,casn,chnm,n_tested,n_active,n_selective,n_biofamilies_active,n_biofamilies_selective,family_loss
49557,NOCAS_49557,NTP Mix27 AR2 2-EQP,263,26,8,5,3,2
25926,3160-37-0,Piperonal acetone,263,59,13,8,4,4
25071,26780-96-1,"1,2-Dihydro-2,2,4-trimethylquinoline, polymer",263,14,14,5,5,0
24501,130-17-6,2-(4-Aminophenyl)-6-methylbenzothiazole sulfonic acid,263,47,47,7,7,0
32180,35065-27-1,"2,2',4,4',5,5'-Hexachlorobiphenyl",263,4,4,2,2,0
25074,89-86-1,"2,4-Dihydroxybenzoic acid",263,1,1,1,1,0
20847,129-15-7,2-Methyl-1-nitroanthraquinone,263,43,4,8,4,4
25879,16323-43-6,"3,3'-(p-Phenylene)diacrylic acid",263,3,3,2,2,0
20484,91-93-0,"3,3'-Dimethoxybenzidine-4,4'-diisocyanate",263,3,3,3,3,0
27249,619-66-9,4-Carboxybenzaldehyde,263,2,2,2,2,0
20009,75-05-8,Acetonitrile,263,4,4,1,1,0
24534,1393-63-1,Annatto,263,4,4,3,3,0
24559,532-82-1,C.I. Basic Orange 2,263,71,14,9,5,4
39242,71-43-2,Benzene,263,0,0,0,0,0
24616,12083-48-6,Vanadocene dichloride,263,46,5,7,4,3
33264,13319-75-0,Boron trifluoride dihydrate,263,1,1,1,1,0
24740,8024-48-4,Casanthrol,263,3,3,3,3,0
24786,327-97-9,Chlorogenic acid,263,3,3,3,3,0
33326,NOCAS_33326,Chlorowax 500C,263,14,14,6,6,0
20327,1066-30-4,Chromium triacetate,263,24,3,6,3,3
24832,481-74-3,Chrysophanic acid,263,21,5,6,4,2
24840,1277-43-6,Cobaltocene,263,6,6,4,4,0
21827,98-82-8,Cumene,263,8,8,4,4,0
24906,8003-22-3,D & C Yellow 11,263,37,17,8,8,0
21909,109-89-7,Diethylamine,263,4,4,3,3,0
25203,992-59-6,C.I. Direct Red 2,263,48,12,9,4,5
25215,3648-20-2,Diundecyl phthalate,263,0,0,0,0,0
20584,64-17-5,Ethanol,263,0,0,0,0,0
20583,140-88-5,Ethyl acrylate,263,0,0,0,0,0
25326,102-54-5,Ferrocene,263,0,0,0,0,0
31366,90045-36-6,Ginkgo biloba extract,263,5,5,5,5,0
49558,NOCAS_49558,NTP Mix32 AR2 7-EQP,263,18,18,4,4,0
25600,7220-79-3,Methylene Blue trihydrate,263,99,37,10,8,2
20868,75-09-2,Dichloromethane,263,0,0,0,0,0
25709,1271-28-9,Nickelocene,263,15,15,4,4,0
26563,93-83-4,Oleic acid diethanolamide,263,68,13,7,6,1
33863,105-06-6,"1,4-Divinylbenzene",263,1,1,1,1,0
33896,10026-13-8,Phosphorus pentachloride,263,27,0,5,0,5
25934,25703-79-1,Poly(2-hydroxypropyl methacrylate),263,3,3,2,2,0
25963,13889-92-4,S-(Propyl) chlorothioformate,263,1,1,1,1,0
23837,7789-38-0,Sodium bromate,263,5,5,2,2,0
33979,361-09-1,Sodium cholate,263,0,0,0,0,0
26040,11099-03-9,C.I. Solvent Black 5,263,160,33,12,6,6
26054,8046-19-3,Styrax balsam,263,14,14,6,6,0
32129,21850-44-2,"Tetrabromobisphenol A-bis(2,3-dibromopropyl ether)",263,1,1,1,1,0
49559,NOCAS_49559,NTP Mix28 AR2 3-EQP,263,15,15,4,4,0
21354,1271-19-8,Titanocene dichloride,263,6,6,5,5,0
34102,500-62-9,Yangonin,263,21,5,6,3,3
28306,67701-03-5,"Fatty acids, C16-18",263,0,0,0,0,0
21890,108-20-3,Isopropyl ether,263,0,0,0,0,0
26494,80-10-4,Dichlorodiphenylsilane,263,10,10,4,4,0
26535,89-08-7,4-Sulfophthalic acid,263,7,0,2,0,2
27851,25167-70-8,"2,4,4-Trimethylpentene",263,2,2,2,2,0
26901,112-02-7,Hexadecyl trimethyl ammonium chloride,263,106,6,11,3,8
26981,121-60-8,4-(Acetylamino)benzenesulfonyl chloride,263,2,2,2,2,0
27097,142-72-3,Magnesium acetate,263,4,4,4,4,0
27321,825-90-1,Sodium 4-hydroxybenzenesulfonate,263,0,0,0,0,0
27462,2235-54-3,Ammonium dodecyl sulfate,263,50,0,8,0,8
27486,2524-03-0,Dimethyl chlorothiophosphate,263,9,9,4,4,0
27534,3327-22-8,(3-Chloro-2-hydroxypropyl)trimethylammonium chloride,263,0,0,0,0,0
27586,5039-78-1,(2-(Methacryloyloxy)ethyl)trimethylammonium chloride,263,16,4,5,3,2
27591,5165-97-9,2-Acrylamido-2-methylpropanesulphonate sodium salt,263,6,6,3,3,0
27600,5460-09-3,"4-Amino-5-hydroxy-2,7-naphthalenedisulfonic acid monosodium salt",263,20,0,7,0,7
27647,7351-61-3,3-(Trichlorosilyl)propyl methacrylate,263,5,5,2,2,0
28016,44992-01-0,2-(Dimethylamino)ethyl acrylate methochloride,263,6,6,3,3,0
28028,52556-42-0,Sodium 3-(allyloxy)-2-hydroxypropanesulphonate,263,2,2,2,2,0
28460,68391-01-5,Benzyl-C12-18-alkyldimethylammonium chlorides,263,150,14,12,6,6
29108,75-59-2,Tetramethylammonium hydroxide,263,2,2,2,2,0
29184,515-74-2,Sodium sulfanilate,263,2,2,2,2,0
29240,2768-02-7,Vinyltrimethoxysilane,263,1,1,1,1,0
29277,6258-06-6,Bromamine acid sodium salt,263,10,2,3,1,2
29327,25327-89-3,Tetrabromobisphenol A diallyl ether,263,4,4,3,3,0
29362,40372-72-3,"4,4,15,15-Tetraethoxy-3,16-dioxa-8,9,10,11-tetrathia-4,15-disilaoctadecane",263,35,3,5,1,4
29608,109-53-5,Vinyl isobutyl ether,263,7,2,3,2,1
29688,7720-78-7,Iron(II) sulfate,263,2,2,2,2,0
29739,16872-11-0,Fluoboric acid,263,2,2,2,2,0
39235,81-49-2,"1-Amino-2,4-dibromoanthraquinone",263,8,1,3,1,2
39240,28300-74-5,Antimony potassium tartrate trihydrate,263,57,11,6,5,1
20138,531-85-1,Benzidine dihydrochloride,263,15,15,6,6,0
20235,10043-52-4,Calcium chloride,263,2,2,2,2,0
20399,538-41-0,"4,4'-Diaminoazobenzene",263,33,5,6,3,3
20513,598-64-1,"Dimethyldithiocarbamic acid, dimethylamine",263,78,10,9,6,3
49560,NOCAS_49560,NTP Mix29 AR2 5-EQP,263,28,12,7,4,3
20680,1121-92-2,Heptamethyleneimine,263,1,1,1,1,0
20928,10101-97-0,Nickel(II) sulfate hexahydrate,263,4,4,1,1,0
20937,7631-99-4,Sodium nitrate,263,0,0,0,0,0
21174,59536-65-1,Polybrominated biphenyls (PBB),263,11,11,6,6,0
21264,7446-08-4,Selenium dioxide,263,54,12,6,4,2
21312,7411-49-6,"3,3',4,4'-Tetraaminobiphenyl tetrahydrochloride",263,68,8,11,5,6
21351,7772-99-8,Stannous chloride,263,2,2,1,1,0
21408,900-95-8,Triphenyltin acetate,263,176,25,12,5,7
23550,84449-90-1,Raloxifene,263,141,32,11,9,2
49285,367522-96-1,1-Butyl-1-methylpyrrolidinium trifluoromethanesulfonate,263,1,1,1,1,0
25581,24140-30-5,(+)-2-Methylbutyl-4-methoxybenzyladine-4'-aminocyannate,263,58,11,9,3,6
25237,3132-64-7,Epibromohydrin,263,1,1,1,1,0
22218,4655-34-9,Isopropyl methacrylate,263,0,0,0,0,0
23295,555-30-6,(-)-Methyldopa,263,8,8,3,3,0
26051,8052-41-3,Stoddard solvent,263,1,1,1,1,0
24448,2179-59-1,Allyl propyl disulfide,263,1,1,1,1,0
49351,701921-71-3,Trihexyltetradecylphosphonium dicyanamide,263,158,33,12,9,3
49304,460092-03-9,Trihexyltetradecylphosphonium bis(trifluoromethylsulfonyl)imide,263,58,12,9,8,1
49244,20445-94-7,Ethyltributylphosphonium diethylphosphate,263,14,3,5,2,3
49356,765910-73-4,"1-Butyl-2,3-dimethylimidazolium trifluoromethanesulfonate",263,4,4,3,3,0
49234,174899-83-3,1-Butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,263,9,9,6,6,0
49342,65039-05-6,1-Butyl-3-methylimidazolium iodide,263,6,6,3,3,0
49232,174899-66-2,1-Butyl-3-methylimidazolium trifluoromethanesulfonate,263,1,1,1,1,0
49282,359845-21-9,1-Butyl-3-methylimidazolium tetrachloroferrate (III),263,3,3,3,3,0
49231,174501-65-6,1-Butyl-3-methylimidazolium tetrafluoroborate,263,1,1,1,1,0
49237,188589-32-4,1-Decyl-3-methylimidazolium bromide,263,56,18,9,5,4
49228,171058-18-7,1-Decyl-3-methylimidazolium chloride,263,64,18,9,4,5
49561,NOCAS_49561,NTP Mix31 AR2 7-EQC,263,17,17,4,4,0
49227,169051-76-7,"1,2-Dimethyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide",263,2,2,2,2,0
49247,218151-78-1,"1,2-Dimethyl-3-propylimidazolium iodide",263,5,5,3,3,0
49352,70862-65-6,"1,3-Didecyl-2-methylimidazolium chloride",263,157,23,11,7,4
49333,61546-00-7,1-Dodecyl-3-methylimidazolium bromide,263,13,13,4,4,0
49253,244193-59-7,1-Dodecyl-3-methylimidazolium tetrafluoroborate,263,151,41,12,7,5
49299,404001-52-1,1-Dodecyl-3-methylimidazolium trifluoromethanesulfonate,263,153,44,12,7,5
49235,174899-90-2,"1-Ethyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)imide",263,2,2,2,2,0
49359,81995-09-7,1-Dodecyl-3-methylimidazolium iodide,263,118,32,10,5,5
49381,98892-76-3,"1-Ethyl-2,3-dimethylimidazolium bromide",263,0,0,0,0,0
49264,292140-86-4,"1-Ethyl-2,3-dimethylimidazolium hexafluorophosphate",263,2,2,2,2,0
49343,65039-08-9,1-Ethyl-3-methylmidazolium bromide,263,0,0,0,0,0
49266,307492-75-7,"1-Ethyl-2,3-dimethylimidazolium tetrafluoroborate",263,0,0,0,0,0
49233,174899-72-0,"1-Ethyl-2,3-dimethylimidazolium trifluoromethanesulfonate",263,1,1,1,1,0
49274,342573-75-5,1-Ethyl-3-methylimidazolium ethyl sulfate,263,1,1,1,1,0
49562,NOCAS_49562,NTP Mix30 AR2 7-EQP,263,17,17,5,5,0
49310,516474-01-4,1-Ethyl-3-methylimidazolium methyl sulfate,263,0,0,0,0,0
49300,412009-61-1,1-Ethyl-3-methylimidazolium hydrogen sulfate,263,0,0,0,0,0
49281,35935-34-3,1-Ethyl-3-methylimidazolium iodide,263,5,5,4,4,0
49218,143314-16-3,1-Ethyl-3-methylimidazolium tetrafluoroborate,263,0,0,0,0,0
49270,328090-25-1,1-Ethyl-3-methylimidazolium tosylate,263,0,0,0,0,0
49249,219947-95-2,1-Hexadecyl-3-methylimidazolium hexafluorophosphate,263,0,0,0,0,0
49254,244193-64-4,1-Hexadecyl-3-methylimidazolium tetrafluoroborate,263,163,22,11,7,4
49298,404001-50-9,1-Hexadecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,263,159,24,11,5,6
49290,382150-50-7,1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,263,44,5,8,3,5
49252,244193-50-8,1-Hexyl-3-methylimidazolium tetrafluoroborate,263,31,3,6,2,4
49286,374564-83-7,1-(2-Hydroxyethyl)-3-methylimidazolium tetrafluoroborate,263,0,0,0,0,0
49250,219947-96-3,1-Methyl-3-octadecylimidazolium hexafluorophosphate,263,123,17,10,5,5
49332,61545-99-1,1-Methyl-3-octylimidazolium bromide,263,57,2,8,2,6
49207,119171-18-5,1-Methyl-3-propylimidazolium iodide,263,3,3,1,1,0
49361,85100-76-1,1-Methyl-3-propylimidazolium bromide,263,0,0,0,0,0
49251,244193-48-4,1-Methyl-3-propylimidazolium tetrafluoroborate,263,1,1,1,1,0
49358,79917-89-8,1-Methyl-3-propylimidazolium chloride,263,0,0,0,0,0
49297,404001-49-6,1-Methyl-3-tetradecylimidazolium bis(trifluoromethylsulfonyl)imide,263,157,33,11,7,4
49246,216300-12-8,1-Methyl-3-propylimidazolium hexafluorophosphate,263,1,1,1,1,0
49229,171058-21-2,1-Methyl-3-tetradecylimidazolium chloride,263,151,32,12,7,5
49248,219947-94-1,1-Methyl-3-tetradecylimidazolium hexafluorophosphate,263,31,0,5,0,5
49338,623580-02-9,1-Butyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide,263,1,1,1,1,0
49369,886439-34-5,1-Butyl-1-methylpiperidinium tetrafluoroborate,263,0,0,0,0,0
49378,94280-72-5,1-Butyl-1-methylpiperidinium bromide,263,7,0,2,0,2
49384,1357500-93-6,1-Butyl-1-methylpiperidinium trifluoromethanesulfonate,263,3,3,3,3,0
49385,1257647-66-7,1-Butyl-1-methylpiperidinium hexafluorophosphate,263,2,2,2,2,0
49329,608140-12-1,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,263,3,3,2,2,0
49289,37971-78-1,1-Butyl-1-methylpiperidinium iodide,263,6,0,3,0,3
49370,88840-42-0,1-Methyl-1-propylpiperidinium bromide,263,0,0,0,0,0
49386,1426821-81-9,1-Methyl-1-propylpiperidinium hexafluorophosphate,263,5,0,1,0,1
49236,17874-63-4,1-Methyl-1-propylpiperidinium iodide,263,3,3,1,1,0
49367,879866-95-2,1-Methyl-1-propylpiperidinium tetrafluoroborate,263,4,4,3,3,0
49387,1221445-34-6,1-Methyl-1-propylpiperidinium trifluoromethanesulfonate,263,1,1,1,1,0
49258,26576-84-1,1-Butyl-2-methylpyridinium bromide,263,7,7,4,4,0
49263,286453-46-1,1-Butyl-2-methylpyridinium tetrafluoroborate,263,4,4,2,2,0
49204,112400-85-8,1-Butyl-2-methylpyridinium chloride,263,5,5,3,3,0
49388,1770850-20-8,1-Butyl-2-methylpyridinium trifluoromethanesulfonate,263,4,4,2,2,0
49389,1268986-44-2,1-Butyl-2-methylpyridinium hexafluorophosphate,263,5,5,3,3,0
49259,26576-85-2,1-Butyl-3-methylpyridinium bromide,263,4,4,3,3,0
49214,13311-31-4,1-Butyl-2-methylpyridinium iodide,263,7,7,4,4,0
49212,125652-55-3,1-Butyl-3-methylpyridinium chloride,263,4,4,3,3,0
49360,845835-03-2,1-Butyl-3-methylpyridinium hexafluorophosphate,263,3,3,2,2,0
49345,65350-59-6,1-Butyl-4-methylpyridinium bromide,263,7,7,5,5,0
49257,258273-67-5,1-Butyl-3-methylpyridinium iodide,263,7,7,4,4,0
49205,112400-86-9,1-Butyl-4-methylpyridinium chloride,263,125,8,11,4,7
49325,597581-48-1,1-Butyl-3-methylpyridinium tetrafluoroborate,263,5,5,3,3,0
49296,401788-99-6,1-Butyl-4-methylpyridinium hexafluorophosphate,263,29,4,9,4,5
49363,857841-32-8,1-Butyl-3-methylpyridinium trifluoromethanesulfonate,263,2,2,2,2,0
49267,32353-64-3,1-Butyl-4-methylpyridinium iodide,263,11,11,5,5,0
49275,343952-33-0,1-Butyl-4-methylpyridinium tetrafluoroborate,263,3,3,2,2,0
49368,882172-79-4,1-Butyl-4-methylpyridinium trifluoromethanesulfonate,263,0,0,0,0,0
49366,874-81-7,1-Butylpyridinium iodide,263,1,1,1,1,0
49241,203389-28-0,1-Butylpyridinium tetrafluoroborate,263,1,1,1,1,0
49292,390423-43-5,1-Butylpyridinium trifluoromethanesulfonate,263,2,2,1,1,0
21381,71-55-6,"1,1,1-Trichloroethane",263,0,0,0,0,0
49291,3878-80-6,1-Ethylpyridinium trifluoromethanesulfonate,263,0,0,0,0,0
49364,872-90-2,1-Ethylpyridinium iodide,263,5,5,3,3,0
49279,350-48-1,1-Ethylpyridinium tetrafluoroborate,263,0,0,0,0,0
49353,7324-00-7,1-Hexylpyridinium iodide,263,20,0,5,0,5
49305,474368-70-2,1-Hexylpyridinium tetrafluoroborate,263,0,0,0,0,0
49335,623167-81-7,1-Hexylpyridinium trifluoromethanesulfonate,263,28,3,6,1,5
49375,93457-69-3,1-Butyl-1-methylpyrrolidinium bromide,263,1,1,1,1,0
49276,345984-11-4,1-Butyl-1-methylpyrrolidinium tetrafluoroborate,263,1,1,1,1,0
49206,117947-85-0,1-Ethyl-1-methylpyrrolidinium tetrafluoroborate,263,4,4,3,3,0
49347,69227-51-6,1-Ethyl-1-methylpyrrolidinium bromide,263,0,0,0,0,0
49372,893443-18-0,1-Ethyl-1-methylpyrrolidinium trifluoromethanesulfonate,263,2,2,2,2,0
49328,608140-09-6,1-Methyl-1-propylpyrrolidinium bromide,263,0,0,0,0,0
49314,528818-82-8,1-Methyl-1-propylpyrrolidinium chloride,263,0,0,0,0,0
49269,327022-58-2,1-Methyl-1-propylpyrrolidinium hexfluorophosphate,263,0,0,0,0,0
49320,56511-19-4,1-Methyl-1-propylpyrrolidinium iodide,263,3,3,1,1,0
49390,1224852-54-3,1-Methyl-1-propylpyrrolidinium trifluoromethanesulfonate,263,0,0,0,0,0
49391,817629-57-5,Tributyltetradecylphosphonium dodecylbenzenesulfonate,263,145,29,12,8,4
49392,100-11-8,4-Nitrobenzylbromide,263,4,4,3,3,0
49200,10022-31-8,Barium nitrate,263,4,4,2,2,0
49393,101-85-9,alpha-Amylcinnamyl alcohol,263,30,2,10,1,9
21902,109-64-8,"1,3-Dibromopropane",263,2,2,2,2,0
49203,110-53-2,1-Bromopentane,263,5,0,1,0,1
49395,111-24-0,"1,5-Dibromopentane",263,0,0,0,0,0
21929,111-25-1,1-Bromohexane,263,0,0,0,0,0
49396,1118-71-4,Dipivaloylmethane,263,0,0,0,0,0
38725,112-71-0,1-Bromotetradecane,263,0,0,0,0,0
49397,112-82-3,1-Bromohexadecane,263,1,1,1,1,0
49398,116-26-7,Safranal,263,1,1,1,1,0
49399,120-29-6,Tropine,263,1,1,1,1,0
25889,100-65-2,N-Phenylhydroxylamine,263,12,12,5,5,0
24941,821-06-7,"(E)-1,4-Dibromo-2-butene",263,3,3,2,2,0
30857,84776-26-1,Black cohosh,263,6,0,2,0,2
25424,10039-54-0,Hydroxylamine sulfate (2:1),263,2,2,2,2,0
23986,544-92-3,Copper cyanide,263,16,0,4,0,4
21552,294-62-2,Cyclododecane,263,5,0,1,0,1
26802,108-82-7,"2,6-Dimethyl-4-heptanol",263,0,0,0,0,0
26927,112-75-4,Dimethyl(tetradecyl)amine,263,3,3,2,2,0
26932,112-88-9,1-Octadecene,263,0,0,0,0,0
27043,127-08-2,Potassium acetate,263,2,2,2,2,0
27044,127-09-3,Sodium acetate,263,0,0,0,0,0
27063,136-51-6,Calcium 2-ethylhexanoate,263,3,3,1,1,0
27098,142-73-4,Iminodiacetic acid,263,0,0,0,0,0
27099,142-77-8,Butyl cis-9-octadecenoate,263,5,0,1,0,1
27169,526-95-4,D-Gluconic acid,263,1,1,1,1,0
27214,563-72-4,"Ethanedioic acid, calcium salt",263,4,4,3,3,0
27219,582-25-2,Potassium benzoate,263,1,1,1,1,0
27269,629-73-2,1-Hexadecene,263,0,0,0,0,0
27580,4860-03-1,1-Chlorohexadecane,263,0,0,0,0,0
27594,5281-04-9,"C.I. Pigment Red 57, calcium salt (1:1)",263,36,2,6,2,4
27599,5421-46-5,Ammonium thioglycolate,263,31,4,6,3,3
27617,6289-46-9,Dimethyl succinylsuccinate,263,1,1,1,1,0
27624,6419-19-8,Aminotrimethylene phosphonic acid,263,1,1,1,1,0
27652,7446-81-3,Sodium 2-propenoate,263,1,1,1,1,0
27728,10595-72-9,Di(tridecyl) thiodipropionate,263,0,0,0,0,0
27804,19355-69-2,2-Amino-2-methylpropionitrile,263,0,0,0,0,0
27858,25321-09-9,Diisopropylbenzene,263,6,6,3,3,0
29121,92-94-4,"1,1':4',1''-Terphenyl",263,9,9,3,3,0
28723,68584-22-5,(C10-C16) Alkylbenzenesulfonic acid,263,52,3,10,3,7
27948,28777-98-2,"Dihydro-3-(octadecenyl)-2,5-furandione",263,5,5,4,4,0
27975,32360-05-7,Stearyl methacrylate,263,1,1,1,1,0
28030,52829-07-9,"Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",263,4,4,2,2,0
29059,86508-42-1,"Perfluoro compounds, C5-18",263,1,1,1,1,0
29244,2825-82-3,"Octahydro-exo-4,7-methano-1H-indene",263,1,1,1,1,0
29283,6923-52-0,Antimony triacetate,263,1,1,1,1,0
29299,9005-00-9,Polyoxyethylene monooctadecyl ether,263,1,1,1,1,0
29310,15721-78-5,"N,N-Bis(4-tert-octylphenyl)amine",263,1,1,0,0,0
29617,299-27-4,Potassium D-gluconate,263,5,5,1,1,0
29626,590-29-4,"Formic acid, potassium salt",263,1,1,1,1,0
29651,1633-05-2,"Carbonic acid, strontium salt (1:1)",263,6,6,3,3,0
29703,7783-18-8,Ammonium thiosulfate,263,1,1,1,1,0
20079,3012-65-5,Diammonium citrate,263,0,0,0,0,0
20181,7787-59-9,Bismuth oxychloride,263,6,6,4,4,0
20345,137-29-1,Copper dimethyldithiocarbamate,263,121,14,8,5,3
20355,139-05-9,Sodium cyclamate,263,0,0,0,0,0
20527,140-79-4,Dinitrosopiperazine,263,1,1,1,1,0
20535,971-15-3,Bis(1-piperidinylthioxomethyl)hexasulfide,263,79,37,9,5,4
20899,1313-27-5,Molybdenum trioxide,263,5,0,1,0,1
21059,5632-47-3,N-Nitrosopiperazine,263,7,7,3,3,0
21231,3564-09-8,Ponceau 3R,263,1,1,1,1,0
21270,6385-58-6,Sodium bithionolate,263,116,22,10,6,4
21315,1746-01-6,"2,3,7,8-Tetrachlorodibenzo-1,4-dioxin",263,12,7,4,3,1
21665,124-25-4,Myristyl aldehyde,263,2,2,2,2,0
21680,921-03-9,"1,1,3-Trichloropropanone",263,109,11,8,4,4
49362,85100-77-2,1-Butyl-3-methylimidazolium bromide,263,1,1,1,1,0
49217,143314-14-1,1-Ethyl-3-methylimidazolium nitrate,263,0,0,0,0,0
49201,10377-48-7,Lithium sulfate,263,1,1,1,1,0
49210,1210-39-5,"3,3-Diphenylacrylaldehyde",263,72,9,10,5,5
49401,130-61-0,Thioridazine hydrochloride,263,162,9,12,6,6
49215,13706-86-0,"5-Methyl-2,3-hexanedione",263,4,4,2,2,0
49216,13820-41-2,Ammonium tetrachloroplatinate(II),263,19,19,9,9,0
37015,14075-53-7,Potassium tetrafluoroborate,263,2,2,1,1,0
49220,1450-85-7,Pyrimidine-2-thiol,263,14,14,7,7,0
49222,14933-08-5,3-(Dodecyldimethylammonio)propanesulfonate,263,18,2,3,1,2
49226,1634-02-2,Tetrabutylthiuram disulfide,263,37,10,9,6,3
49239,19285-83-7,DL-Glutamic acid monohydrate,263,0,0,0,0,0
49404,1934-75-4,Sodium cyanocyanamide,263,1,1,1,1,0
49240,2009-83-8,6-Chlorohexan-1-ol,263,0,0,0,0,0
49242,203866-13-1,(4S)-1-tert-Butoxycarbonyl-4-fluoro-L-proline,263,1,1,1,1,0
22186,2370-63-0,2-Ethoxyethyl methacrylate,263,1,1,1,1,0
49406,2417-72-3,Methyl 4-(bromomethyl)benzoate,263,10,10,4,4,0
49255,2473-01-0,1-Chlorononane,263,0,0,0,0,0
49408,27072-45-3,Fluorescein 5(6)-isothiocyanate,263,39,2,7,2,5
49409,2892-51-5,Squaric acid,263,1,1,1,1,0
49265,2973-80-0,2-Bromo-5-hydroxy-benzaldehyde,263,22,0,6,0,6
49268,326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",263,23,23,8,8,0
49273,3344-77-2,12-Bromo-1-dodecanol,263,40,3,7,1,6
49277,34841-35-5,3'-Chloropropiophenone,263,0,0,0,0,0
49278,350-30-1,2-Chloro-1-fluoro-4-nitrobenzene,263,0,0,0,0,0
49280,3508-00-7,1-Bromoheptadecane,263,0,0,0,0,0
44925,35578-47-3,"4,4'-Dibromobenzil",263,3,3,2,2,0
49284,36727-29-4,"3,5,5-Trimethylhexanoyl chloride",263,2,2,2,2,0
22027,371-40-4,4-Fluoroaniline,263,0,0,0,0,0
49288,3789-59-1,(1S)-1-Phenyl-1-propanamine,263,5,5,2,2,0
49293,3934-20-1,"2,4-Dichloropyrimidine",263,3,3,3,3,0
49294,3938-95-2,Ethylpivalate,263,0,0,0,0,0
49301,4282-42-2,1-Iodononane,263,6,6,3,3,0
49302,4292-19-7,1-Iodododecane,263,8,8,2,2,0
49413,492-94-4,alpha-Furil,263,5,5,3,3,0
49308,497-03-0,E-2-Methyl-2-butenal,263,1,1,1,1,0
49311,51934-41-9,Ethyl 4-iodobenzoate,263,8,1,2,1,1
49313,525-76-8,"2-Methyl-4H-3,1-benzoxazin-4-one",263,2,2,2,2,0
49315,534-85-0,2-Aminodiphenylamine,263,52,17,8,6,2
37023,5392-28-9,"2,4,5,6-Pyrimidinetetramine sulfate (1:1)",263,28,5,6,2,4
37038,54029-45-7,2-Nitro-4-thiocyanoaniline,263,86,7,9,5,4
49317,544-77-4,1-Iodohexadecane,263,0,0,0,0,0
49419,55-48-1,Atropine sulfate anhydrous (2:1) salt,263,7,7,4,4,0
25440,56-18-8,Norspermidine,263,29,0,6,0,6
49319,562-49-2,"3,3-Dimethylpentane",263,4,4,2,2,0
49322,589-10-6,1-Bromo-2-phenoxyethane,263,3,3,2,2,0
44334,589-34-4,3-Methylhexane,263,2,2,2,2,0
49421,590-47-6,Betaine monohydrate,263,1,1,1,1,0
49323,592-42-7,"1,5-Hexadiene",263,3,3,2,2,0
49326,600-22-6,Methylpyruvate,263,0,0,0,0,0
22393,60-82-2,"3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one",263,49,3,9,2,7
49422,614-39-1,Procainamide hydrochloride,263,1,1,1,1,0
49334,616-09-1,"Propanoic acid,2-hydroxy-,propylester",263,1,1,1,1,0
50386,620-14-4,3-Ethyltoluene,263,0,0,0,0,0
49423,621-59-0,3-Hydroxy-4-methoxy-benzaldehyde,263,1,1,1,1,0
49336,623-39-2,1-O-Methylglycerol,263,0,0,0,0,0
49337,623-51-8,Ethyl mercaptoacetate,263,26,1,7,1,6
49339,629-72-1,1-Bromopentadecane,263,1,1,1,1,0
49341,638-45-9,1-Iodohexane,263,3,3,1,1,0
49346,6579-54-0,"2,6-Dichlorobenzenesulfonylchloride",263,1,1,1,1,0
49348,693-58-3,n-Nonyl bromide,263,0,0,0,0,0
49349,693-67-4,1-Bromoundecane,263,0,0,0,0,0
49350,6940-78-9,1-Bromo-4-chlorobutane,263,1,1,1,1,0
49354,73367-80-3,12-Bromododecanoic acid,263,9,9,6,6,0
40449,7447-39-4,Copper(II) chloride,263,27,4,7,3,4
42215,764-85-2,Nonanoyl chloride,263,1,1,1,1,0
49355,765-09-3,1-Bromotridecane,263,6,0,1,0,1
24603,7787-56-6,Beryllium sulfate tetrahydrate,263,6,6,5,5,0
22124,818-72-4,1-Octyn-3-ol,263,1,1,1,1,0
49365,874-23-7,2-Acetyl-1-cyclohexanone,263,1,1,1,1,0
49371,207234-00-2,"2,4-Dinitrobenzenesulfonic acid dihydrate",263,6,6,3,3,0
38694,91-56-5,Isatin,263,3,3,3,3,0
49433,92-43-3,1-Phenyl-3-pyrazolidinone,263,17,17,6,6,0
49374,92841-65-1,"(4R,5S)-(-)-1,5-Dimethyl-4-phenyl-2-imidazolidinone",263,0,0,0,0,0
21803,93-91-4,1-Benzoylacetone,263,8,8,3,3,0
25590,96-37-7,Methylcyclopentane,263,11,11,6,6,0
49380,97-96-1,2-Ethylbutyraldehyde,263,1,1,1,1,0
24855,16452-01-0,3-Methoxy-4-methylaniline,263,12,12,3,3,0
25551,1504-74-1,2'-Methoxycinnamaldehyde,263,31,0,8,0,8
25166,602-38-0,"1,8-Dinitronaphthalene",263,27,27,8,8,0
24479,96-91-3,"2-Amino-4,6-dinitrophenol",263,35,3,8,2,6
24615,1271-24-5,Bis(cyclopentadiene)chromium(II),263,5,5,4,4,0
25332,51-65-0,4-Fluoro-dl-phenylalanine,263,10,10,5,5,0
26318,1291-32-3,Zirconocene dichloride,263,2,2,2,2,0
